WDAC000001,2023,Basic Writing Skills II,I,6.00,1.20,8.00,20.00
WDAC000001,2188,FLSA Wage Hour Laws,I,6.00,0.60,8.00,20.00
WDAC000002,505,Handling People with Tact,A,6.00,0.60,8.00,20.00
WDAC000002,500,Anger Management,A,6.00,0.60,8.00,20.00
WDAC000002,503,Presentation Skills,A,12.00,1.20,8.00,20.00
WDAC000002,507,Sexual Harassment/Diversity,A,6.00,0.60,8.00,20.00
WDAC000002,510,Viol & Safety in the Workplace,A,3.00,0.30,8.00,20.00
WDAC000002,2205,Work it Out,I,6.00,0.60,8.00,20.00
WDAC000002,502,Powerful Communication,A,6.00,0.60,8.00,20.00
WDAC000002,508,Thinking Outside of the Box,A,6.00,0.60,8.00,20.00
WDAC000003,2187,Emot Intelligent Leader,I,4.00,0.40,8.00,20.00
WDAC000003,2028,Business Writing for Admin,I,6.00,1.80,8.00,20.00
WDAC000003,2079,HR:Mgmt for Supv& Mgrs,I,0.00,0.00,8.00,20.00
WDAC000003,2195,"FMLA, DCFMLA, ADA",I,4.00,0.40,8.00,20.00
WDAC000003,2155,Position Classification,I,6.00,0.60,8.00,20.00
WDAC000003,2039,Correcting Employee Conduct,I,6.00,1.20,8.00,20.00
WDAC000003,2054,Implementing Perf Standards,I,6.00,0.60,8.00,20.00
WDAC000003,2183,Bargaining Unit,I,6.00,0.60,8.00,20.00
WDAC000003,2118,Mgmt Skills for Admin,I,6.00,1.20,8.00,20.00
WDAC000003,2120,Managing Chaos,I,6.00,1.20,8.00,20.00
WDAC000003,2032,Communicating with Diplomacy,I,6.00,0.60,8.00,20.00
WDAC000003,2163,Project Mgmt Admin Prof,I,6.00,1.20,8.00,20.00
WDAC000003,2158,Position Mgmt: Techniques,I,0.00,0.00,8.00,20.00
WDAC000004,2064,High Impact Leadership,I,0.00,0.00,8.00,20.00
WDAC000004,2073,Coaching and Feedback,I,0.00,0.00,8.00,20.00
WDAC000004,2117,Aspects of EEO,I,0.00,0.00,8.00,20.00
WDAC000004,303,Writing for Impact,A,6.00,0.60,8.00,20.00
WDAC000004,802,Motivation &Teambuilding,A,12.00,1.20,8.00,20.00
WDAC000004,2078,Human Resources Sys I,I,0.00,0.00,8.00,20.00
WDAC000004,2114,Leadership Principles,I,12.00,1.20,8.00,20.00
WDAC000004,2141,MSS Systems Thinking,I,6.00,0.60,8.00,20.00
WDAC000004,601,HR Mgmt - EEO/Diversity,A,6.00,0.60,8.00,20.00
WDAC000004,901,Ethical Decision Making,A,6.00,0.60,8.00,20.00
WDAC000004,903,Management Dynamics,A,6.00,0.60,8.00,20.00
WDAC000004,904,Perf. Based Budgeting,A,0.00,0.00,8.00,20.00
WDAC000004,905,Performance Management,A,6.00,0.60,8.00,20.00
WDAC000004,907,Procurement I,A,6.00,0.60,8.00,20.00
WDAC000004,908,Project Management,A,12.00,1.20,8.00,20.00
WDAC000004,910,Writing for the Professional,A,6.00,0.60,8.00,20.00
WDAC000004,2083,Improving Proj Mgmt,I,18.00,1.80,8.00,20.00
WDAC000004,2186,Technical Writing,I,6.00,0.60,8.00,20.00
WDAC000004,800,Introduction to Supervision,A,12.00,1.20,8.00,20.00
WDAC000004,801,Mastering the Art of Change,A,6.00,0.60,8.00,20.00
WDAC000006,2182,Managing Stress,I,0.00,0.00,8.00,20.00
WDAC000006,2203,Wellness and Work Life,I,0.00,0.00,8.00,20.00
WDAC000006,2210,Interview/Resume Tips,I,3.00,0.00,8.00,20.00
WDAC000006,400,Enhance Professional Image,A,3.00,0.30,8.00,20.00
WDAGENERAL,200,Introduction to PCs,A,3.00,0.30,8.00,20.00
WDAGENERAL,2000,Access 2003- Level I,I,6.00,0.60,8.00,20.00
WDAGENERAL,2001,Word 2003- Level I,I,6.00,0.60,8.00,20.00
WDAGENERAL,2002,Access 2003- Level II,I,3.00,0.00,8.00,20.00
WDAGENERAL,2003,Excel 2003 - Level I,I,6.00,0.60,8.00,20.00
WDAGENERAL,2004,Word 2003- Level II,I,6.00,0.60,8.00,20.00
WDAGENERAL,2005,Access 2003- Level III,I,6.00,0.60,8.00,20.00
WDAGENERAL,2006,Excel 2003 - Level III,I,6.00,0.60,8.00,20.00
WDAGENERAL,2007,Excel 2003 - Level II,I,6.00,0.60,8.00,20.00
WDAGENERAL,2008,Word 2003- Level III,I,6.00,0.60,8.00,20.00
WDAGENERAL,2009,A Policy is Not Enough,I,0.00,0.00,8.00,20.00
WDAGENERAL,201,Access 2007 - Level I,A,6.00,0.60,8.00,20.00
WDAGENERAL,2010,A+ Computer Repair,I,0.00,0.00,8.00,20.00
WDAGENERAL,2011,Accent Modification,I,0.00,0.00,8.00,20.00
WDAGENERAL,2012,Administering JAWS,I,0.00,0.00,8.00,20.00
WDAGENERAL,2013,Microsoft NetMeeting,I,0.00,0.00,8.00,20.00
WDAGENERAL,2014,Microsoft Windows 2000,I,0.00,0.00,8.00,20.00
WDAGENERAL,2015,Administering Win XP,I,0.00,0.00,8.00,20.00
WDAGENERAL,2016,Adobe Illustrator,I,3.00,0.00,8.00,20.00
WDAGENERAL,2017,Adobe Photoshop 6.0,I,7.00,0.00,8.00,20.00
WDAGENERAL,2018,Advanced WordPerfect,I,3.00,0.00,8.00,20.00
WDAGENERAL,2019,Analytical & Reasoning,I,0.00,0.00,8.00,20.00
WDAGENERAL,202,Access 2007 - Level II,A,6.00,0.60,8.00,20.00
WDAGENERAL,2020,ASTD Trainer Cert Prep,I,0.00,0.00,8.00,20.00
WDAGENERAL,2021,Basic Vocabulary Dev,I,4.00,0.00,8.00,20.00
WDAGENERAL,2022,Basic Writing Skills I,I,6.00,0.00,8.00,20.00
WDAGENERAL,2024,Productive w/Windows 95/98,I,0.00,0.00,8.00,20.00
WDAGENERAL,2025,Budget & Finance II,I,0.00,0.00,8.00,20.00
WDAGENERAL,2026,Interpersonal Communications,I,0.00,0.00,8.00,20.00
WDAGENERAL,2027,Building Trust,I,4.00,0.00,8.00,20.00
WDAGENERAL,2029,Buyer,I,8.00,0.00,8.00,20.00
WDAGENERAL,203,Access  2007 - Level III,A,6.00,0.60,8.00,20.00
WDAGENERAL,2030,CPM,I,0.00,0.00,8.00,20.00
WDAGENERAL,2031,Communicating and Listening,I,0.00,0.00,8.00,20.00
WDAGENERAL,2033,Communicating Ideas Effectivly,I,0.00,0.00,8.00,20.00
WDAGENERAL,2034,Communication Skills,I,0.00,0.00,8.00,20.00
WDAGENERAL,2035,Computer Repair (A+),I,0.00,0.00,8.00,20.00
WDAGENERAL,2036,Conducting Annual Review,I,0.00,0.00,8.00,20.00
WDAGENERAL,2037,Conversational Spanish I,I,3.00,0.00,8.00,20.00
WDAGENERAL,2038,Conversational Spanish II,I,3.00,0.00,8.00,20.00
WDAGENERAL,204,Excel 2007 - Level I,A,7.00,0.60,8.00,20.00
WDAGENERAL,2040,CPM Program,I,0.00,0.00,8.00,20.00
WDAGENERAL,2041,CPR/First Aid,I,0.00,0.00,8.00,20.00
WDAGENERAL,2042,CPR/First Aid/Disaster,I,0.00,0.00,8.00,20.00
WDAGENERAL,2045,Customer Service,I,6.00,0.00,8.00,20.00
WDAGENERAL,2046,Damage Assesment,I,0.00,0.00,8.00,20.00
WDAGENERAL,2047,Data Security,I,0.00,0.00,8.00,20.00
WDAGENERAL,2048,Delegating for Diehards,I,0.00,0.00,8.00,20.00
WDAGENERAL,2049,Designing Web Infrastructure,I,0.00,0.00,8.00,20.00
WDAGENERAL,205,Excel 2007 - Level II,A,6.00,0.60,8.00,20.00
WDAGENERAL,2050,Designing Maps ArcGIS,I,6.00,0.60,8.00,20.00
WDAGENERAL,2051,Security Windows 2000 Net,I,0.00,0.00,8.00,20.00
WDAGENERAL,2052,Win2K Directory,I,0.00,0.00,8.00,20.00
WDAGENERAL,2053,Win 2000 Net Svs,I,0.00,0.00,8.00,20.00
WDAGENERAL,2055,Tools for GIS Analysis,I,0.00,0.00,8.00,20.00
WDAGENERAL,2056,Diversity,I,0.00,0.00,8.00,20.00
WDAGENERAL,2057,Diversity,I,0.00,0.00,8.00,20.00
